_record_id,_dataset_id,_record_type,_version,_is_deleted,birth_date,birth_time,birth_year,birth_month,birth_dow,birth_hour,latitude,longitude,country_code,timezone_offset_minutes,region,confidence_tier,privacy_tier
ASTRO-REC-RANDOM-020756,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2013-11-13,14:24:57,2013,11,3,14.4,16.4305,107.4529,TH,420,asia,synthetic,public
ASTRO-REC-RANDOM-020757,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1965-02-17,10:22:29,1965,2,0,10.366666666666667,15.1658,143.6356,MY,600,asia,synthetic,public
ASTRO-REC-RANDOM-020758,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1984-12-15,21:40:15,1984,12,6,21.666666666666668,15.3945,74.6344,IR,300,asia,synthetic,public
ASTRO-REC-RANDOM-020759,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1928-12-28,19:35:29,1928,12,5,19.583333333333332,7.6943,110.0822,VN,420,asia,synthetic,public
ASTRO-REC-RANDOM-020760,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1995-10-18,00:30:19,1995,10,3,0.5,37.6968,8.955,NL,60,europe,synthetic,public
ASTRO-REC-RANDOM-020761,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1919-07-13,04:55:24,1919,7,0,4.916666666666667,21.5582,110.6714,ID,420,asia,synthetic,public
ASTRO-REC-RANDOM-020762,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1938-10-20,07:15:23,1938,10,4,7.25,15.463,120.9001,JP,480,asia,synthetic,public
ASTRO-REC-RANDOM-020763,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1965-06-24,08:42:27,1965,6,4,8.7,45.1321,31.0501,NL,120,europe,synthetic,public
ASTRO-REC-RANDOM-020764,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1910-04-17,11:14:41,1910,4,0,11.233333333333333,30.1094,-4.1346,ET,0,africa,synthetic,public
ASTRO-REC-RANDOM-020765,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1935-10-02,00:48:31,1935,10,3,0.8,-4.0625,-35.5076,CL,-120,south_america,synthetic,public
ASTRO-REC-RANDOM-020766,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1956-04-27,21:19:49,1956,4,5,21.316666666666666,11.6926,73.5596,IN,300,asia,synthetic,public
ASTRO-REC-RANDOM-020767,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1910-12-10,11:33:01,1910,12,6,11.55,21.6817,108.9189,VN,420,asia,synthetic,public
ASTRO-REC-RANDOM-020768,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1914-12-14,07:23:34,1914,12,1,7.383333333333334,-19.6641,2.9999,EG,0,africa,synthetic,public
ASTRO-REC-RANDOM-020769,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1943-10-14,14:25:30,1943,10,4,14.416666666666666,15.7409,139.0155,BD,540,asia,synthetic,public
ASTRO-REC-RANDOM-020770,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2013-05-31,18:56:59,2013,5,5,18.933333333333334,7.2646,141.2257,TH,540,asia,synthetic,public
ASTRO-REC-RANDOM-020771,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1971-06-17,05:28:09,1971,6,4,5.466666666666667,-49.6281,-57.1139,EC,-240,south_america,synthetic,public
ASTRO-REC-RANDOM-020772,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1911-08-11,23:25:41,1911,8,5,23.416666666666668,39.3957,63.1788,PK,240,asia,synthetic,public
ASTRO-REC-RANDOM-020773,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1920-11-11,00:58:04,1920,11,4,0.9666666666666667,33.805,119.6447,PK,480,asia,synthetic,public
ASTRO-REC-RANDOM-020774,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1908-12-11,01:31:08,1908,12,5,1.5166666666666666,29.3606,75.2687,IN,300,asia,synthetic,public
ASTRO-REC-RANDOM-020775,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1934-06-26,00:44:43,1934,6,2,0.7333333333333333,18.8163,83.2686,ID,360,asia,synthetic,public
ASTRO-REC-RANDOM-020776,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2008-06-19,09:27:46,2008,6,4,9.45,17.7198,121.1152,MY,480,asia,synthetic,public
ASTRO-REC-RANDOM-020777,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1953-07-07,16:19:19,1953,7,2,16.316666666666666,-6.3441,46.6905,ZA,180,africa,synthetic,public
ASTRO-REC-RANDOM-020778,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1985-01-23,03:47:11,1985,1,1,3.783333333333333,22.172,133.729,BD,540,asia,synthetic,public
ASTRO-REC-RANDOM-020779,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1995-12-24,05:33:53,1995,12,0,5.55,35.4815,10.4687,TZ,60,africa,synthetic,public
ASTRO-REC-RANDOM-020780,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1951-01-01,04:50:48,1951,1,6,4.833333333333333,34.0716,116.2523,IR,480,asia,synthetic,public
ASTRO-REC-RANDOM-020781,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1902-05-30,01:11:08,1902,5,5,1.1833333333333333,41.3213,-4.9112,NL,0,europe,synthetic,public
ASTRO-REC-RANDOM-020782,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1954-07-26,08:14:08,1954,7,1,8.233333333333333,18.7493,90.6357,KR,360,asia,synthetic,public
ASTRO-REC-RANDOM-020783,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1948-01-08,05:38:51,1948,1,3,5.633333333333333,16.7678,147.9335,MY,600,asia,synthetic,public
ASTRO-REC-RANDOM-020784,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1951-09-14,14:15:03,1951,9,5,14.25,-2.6145,52.7499,TZ,240,africa,synthetic,public
ASTRO-REC-RANDOM-020785,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2000-11-07,20:03:38,2000,11,2,20.05,35.8441,144.5667,ID,600,asia,synthetic,public
ASTRO-REC-RANDOM-020786,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1962-04-12,21:01:00,1962,4,4,21.016666666666666,37.1295,132.9905,ID,540,asia,synthetic,public
ASTRO-REC-RANDOM-020787,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2015-06-02,19:36:06,2015,6,2,19.6,23.582,135.1682,TH,540,asia,synthetic,public
ASTRO-REC-RANDOM-020788,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1918-01-31,00:02:14,1918,1,2,0.03333333333333333,38.4188,130.4973,JP,540,asia,synthetic,public
ASTRO-REC-RANDOM-020789,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1915-08-28,16:18:23,1915,8,6,16.3,13.0547,91.4613,TH,360,asia,synthetic,public
ASTRO-REC-RANDOM-020790,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1920-12-29,12:37:09,1920,12,3,12.616666666666667,30.8579,125.7445,TH,480,asia,synthetic,public
ASTRO-REC-RANDOM-020791,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1920-01-25,12:45:23,1920,1,6,12.75,58.0404,-83.8609,US,-360,north_america,synthetic,public
ASTRO-REC-RANDOM-020792,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1935-01-01,01:37:47,1935,1,0,1.6166666666666667,30.2939,122.7375,KR,480,asia,synthetic,public
ASTRO-REC-RANDOM-020793,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1953-06-26,23:41:04,1953,6,5,23.683333333333334,-51.9387,-73.5881,EC,-300,south_america,synthetic,public
ASTRO-REC-RANDOM-020794,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1910-10-01,20:34:37,1910,10,6,20.566666666666666,36.6579,132.4448,PH,540,asia,synthetic,public
ASTRO-REC-RANDOM-020795,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1965-07-18,21:27:37,1965,7,0,21.45,11.8805,78.835,MY,300,asia,synthetic,public
ASTRO-REC-RANDOM-020796,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1910-03-05,03:03:07,1910,3,6,3.05,-18.2432,-63.3306,AR,-240,south_america,synthetic,public
ASTRO-REC-RANDOM-020797,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1983-10-29,13:49:39,1983,10,6,13.816666666666666,37.3609,135.4422,VN,540,asia,synthetic,public
ASTRO-REC-RANDOM-020798,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1920-02-23,18:04:54,1920,2,6,18.066666666666666,-7.3452,25.2392,EG,120,africa,synthetic,public
ASTRO-REC-RANDOM-020799,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1902-01-06,12:32:55,1902,1,6,12.533333333333333,9.2399,96.5765,BD,360,asia,synthetic,public
ASTRO-REC-RANDOM-020800,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1939-11-03,01:04:08,1939,11,5,1.0666666666666667,16.7051,-10.8197,MA,-60,africa,synthetic,public
ASTRO-REC-RANDOM-020801,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1960-09-29,15:09:46,1960,9,4,15.15,17.4947,76.6961,VN,300,asia,synthetic,public
ASTRO-REC-RANDOM-020802,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1987-09-21,18:42:13,1987,9,1,18.7,29.1748,113.9359,VN,480,asia,synthetic,public
ASTRO-REC-RANDOM-020803,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1902-02-07,16:07:20,1902,2,2,16.116666666666667,44.9436,-6.1041,NL,0,europe,synthetic,public
ASTRO-REC-RANDOM-020804,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1957-08-28,05:50:22,1957,8,3,5.833333333333333,9.1572,106.939,ID,420,asia,synthetic,public
ASTRO-REC-RANDOM-020805,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1901-09-29,02:26:33,1901,9,0,2.4333333333333336,8.4455,35.6479,KE,120,africa,synthetic,public
ASTRO-REC-RANDOM-020806,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1912-08-05,01:11:30,1912,8,1,1.1833333333333333,-2.5932,8.9386,NG,60,africa,synthetic,public
ASTRO-REC-RANDOM-020807,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1967-08-28,19:07:27,1967,8,1,19.116666666666667,55.653,38.0848,ES,180,europe,synthetic,public
ASTRO-REC-RANDOM-020808,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1929-10-11,17:09:34,1929,10,5,17.15,18.0577,88.6244,PH,360,asia,synthetic,public
ASTRO-REC-RANDOM-020809,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1971-08-01,00:32:04,1971,8,0,0.5333333333333333,32.857,95.3364,KR,360,asia,synthetic,public
ASTRO-REC-RANDOM-020810,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1977-08-08,01:20:30,1977,8,1,1.3333333333333333,23.6279,98.7981,IR,420,asia,synthetic,public
ASTRO-REC-RANDOM-020811,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2006-08-18,11:43:07,2006,8,5,11.716666666666667,10.5466,15.4022,ET,60,africa,synthetic,public
ASTRO-REC-RANDOM-020812,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1967-04-29,08:17:42,1967,4,6,8.283333333333333,13.2654,109.4418,BD,420,asia,synthetic,public
ASTRO-REC-RANDOM-020813,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1908-03-31,18:17:29,1908,3,2,18.283333333333335,-4.7179,50.3184,TZ,180,africa,synthetic,public
ASTRO-REC-RANDOM-020814,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1917-06-20,08:12:31,1917,6,3,8.2,-33.0898,-1.6506,ZA,0,africa,synthetic,public
ASTRO-REC-RANDOM-020815,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2016-03-10,21:30:35,2016,3,4,21.5,9.5841,143.7128,MY,600,asia,synthetic,public
ASTRO-REC-RANDOM-020816,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1901-01-02,19:35:35,1901,1,1,19.583333333333332,-34.5668,9.9081,MA,60,africa,synthetic,public
ASTRO-REC-RANDOM-020817,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1973-08-16,11:23:26,1973,8,4,11.383333333333333,69.6393,7.3683,PT,0,europe,synthetic,public
ASTRO-REC-RANDOM-020818,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2006-08-24,21:56:55,2006,8,4,21.933333333333334,5.329,64.1174,JP,240,asia,synthetic,public
ASTRO-REC-RANDOM-020819,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1930-02-08,17:00:42,1930,2,3,17.0,2.7703,-78.4124,EC,-300,south_america,synthetic,public
ASTRO-REC-RANDOM-020820,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1978-10-30,23:44:03,1978,10,1,23.733333333333334,43.4161,29.7017,NL,120,europe,synthetic,public
ASTRO-REC-RANDOM-020821,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1925-05-18,00:30:51,1925,5,1,0.5,24.2168,127.4317,CN,480,asia,synthetic,public
ASTRO-REC-RANDOM-020822,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1946-05-11,03:10:17,1946,5,6,3.1666666666666665,-13.5646,13.775,TZ,60,africa,synthetic,public
ASTRO-REC-RANDOM-020823,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1957-10-21,19:16:14,1957,10,1,19.266666666666666,17.3327,94.8582,JP,360,asia,synthetic,public
ASTRO-REC-RANDOM-020824,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2020-01-01,16:54:10,2020,1,2,16.9,26.9514,108.7905,IR,420,asia,synthetic,public
ASTRO-REC-RANDOM-020825,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1924-09-16,15:10:17,1924,9,2,15.166666666666666,17.9171,128.0836,PK,540,asia,synthetic,public
ASTRO-REC-RANDOM-020826,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1957-10-01,16:27:06,1957,10,2,16.45,6.6131,64.4668,IR,240,asia,synthetic,public
ASTRO-REC-RANDOM-020827,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2015-10-05,11:48:14,2015,10,1,11.8,9.034,123.4325,MY,480,asia,synthetic,public
ASTRO-REC-RANDOM-020828,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2002-02-28,05:47:07,2002,2,1,5.783333333333333,6.895,147.1795,ID,600,asia,synthetic,public
ASTRO-REC-RANDOM-020829,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2007-09-28,13:00:34,2007,9,5,13.0,31.652,-6.3526,GH,0,africa,synthetic,public
ASTRO-REC-RANDOM-020830,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1969-08-18,01:39:00,1969,8,1,1.65,23.0466,-108.1846,US,-420,north_america,synthetic,public
ASTRO-REC-RANDOM-020831,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1963-07-08,18:37:48,1963,7,1,18.616666666666667,7.0531,128.0212,TH,540,asia,synthetic,public
ASTRO-REC-RANDOM-020832,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1981-12-13,16:47:20,1981,12,0,16.783333333333335,35.7025,33.9365,PL,120,europe,synthetic,public
ASTRO-REC-RANDOM-020833,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1997-07-08,01:57:56,1997,7,2,1.95,41.0269,7.6971,IT,60,europe,synthetic,public
ASTRO-REC-RANDOM-020834,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1975-03-24,07:08:03,1975,3,1,7.133333333333334,5.1745,93.4654,VN,360,asia,synthetic,public
ASTRO-REC-RANDOM-020835,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1958-07-19,23:44:10,1958,7,6,23.733333333333334,48.3883,-123.7794,MX,-480,north_america,synthetic,public
ASTRO-REC-RANDOM-020836,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2020-05-11,08:41:28,2020,5,1,8.683333333333334,26.8737,69.0407,IN,300,asia,synthetic,public
ASTRO-REC-RANDOM-020837,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1925-01-30,12:45:16,1925,1,3,12.75,33.9738,122.3543,CN,480,asia,synthetic,public
ASTRO-REC-RANDOM-020838,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1970-12-20,00:27:21,1970,12,0,0.45,18.1704,123.4173,BD,480,asia,synthetic,public
ASTRO-REC-RANDOM-020839,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1940-07-03,09:59:57,1940,7,3,9.983333333333333,10.3848,52.0842,ZA,180,africa,synthetic,public
ASTRO-REC-RANDOM-020840,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2020-07-31,01:30:45,2020,7,5,1.5,34.2751,91.0054,KR,360,asia,synthetic,public
ASTRO-REC-RANDOM-020841,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1900-08-05,00:40:24,1900,8,0,0.6666666666666666,26.9633,138.9445,VN,540,asia,synthetic,public
ASTRO-REC-RANDOM-020842,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2003-09-04,20:46:26,2003,9,4,20.766666666666666,24.5431,137.8539,KR,540,asia,synthetic,public
ASTRO-REC-RANDOM-020843,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1916-08-13,06:37:31,1916,8,0,6.616666666666667,6.7279,140.0821,CN,540,asia,synthetic,public
ASTRO-REC-RANDOM-020844,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2013-11-29,09:41:17,2013,11,5,9.683333333333334,-40.4968,167.1874,AU,660,oceania,synthetic,public
ASTRO-REC-RANDOM-020845,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2005-11-08,18:10:33,2005,11,2,18.166666666666668,-16.4432,-79.4033,BR,-300,south_america,synthetic,public
ASTRO-REC-RANDOM-020846,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1920-02-29,12:33:40,1920,2,5,12.55,20.3344,-112.5802,MX,-480,north_america,synthetic,public
ASTRO-REC-RANDOM-020847,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1984-02-17,09:12:13,1984,2,3,9.2,-16.3631,-65.7144,CL,-240,south_america,synthetic,public
ASTRO-REC-RANDOM-020848,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1902-01-17,11:22:28,1902,1,3,11.366666666666667,19.3985,90.8407,TH,360,asia,synthetic,public
ASTRO-REC-RANDOM-020849,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1982-11-12,08:18:27,1982,11,5,8.3,25.0364,-66.9837,CA,-240,north_america,synthetic,public
ASTRO-REC-RANDOM-020850,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2018-04-09,04:42:08,2018,4,1,4.7,-15.9572,-16.6708,TZ,-60,africa,synthetic,public
ASTRO-REC-RANDOM-020851,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1983-08-30,10:42:41,1983,8,2,10.7,37.6366,83.4329,ID,360,asia,synthetic,public
ASTRO-REC-RANDOM-020852,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1912-04-20,07:09:33,1912,4,6,7.15,6.902,96.4655,PH,360,asia,synthetic,public
ASTRO-REC-RANDOM-020853,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1945-03-28,11:44:15,1945,3,3,11.733333333333333,31.1617,120.8883,MY,480,asia,synthetic,public
ASTRO-REC-RANDOM-020854,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2004-09-28,16:10:03,2004,9,2,16.166666666666668,5.3441,62.5054,PH,240,asia,synthetic,public
ASTRO-REC-RANDOM-020855,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1918-04-29,06:02:51,1918,4,1,6.033333333333333,25.6521,131.7093,MY,540,asia,synthetic,public
ASTRO-REC-RANDOM-020856,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1952-03-15,17:40:04,1952,3,6,17.666666666666668,5.0901,-2.836,ZA,0,africa,synthetic,public
ASTRO-REC-RANDOM-020857,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1909-02-08,23:33:15,1909,2,5,23.55,37.2157,130.6284,CN,540,asia,synthetic,public
ASTRO-REC-RANDOM-020858,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1989-06-26,21:22:19,1989,6,1,21.366666666666667,9.8192,146.6278,TH,600,asia,synthetic,public
ASTRO-REC-RANDOM-020859,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1980-03-22,06:39:44,1980,3,6,6.65,26.2243,73.52,ID,300,asia,synthetic,public
ASTRO-REC-RANDOM-020860,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2007-03-02,00:30:52,2007,3,5,0.5,25.866,129.8041,JP,540,asia,synthetic,public
ASTRO-REC-RANDOM-020861,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1952-02-10,03:20:09,1952,2,5,3.3333333333333335,19.6365,119.5727,BD,480,asia,synthetic,public
ASTRO-REC-RANDOM-020862,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1989-05-29,07:24:02,1989,5,1,7.4,-12.1889,-11.6593,GH,-60,africa,synthetic,public
ASTRO-REC-RANDOM-020863,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2010-12-27,00:48:50,2010,12,1,0.8,39.7714,133.1472,PK,540,asia,synthetic,public
ASTRO-REC-RANDOM-020864,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1998-03-16,09:35:03,1998,3,1,9.583333333333334,25.7608,121.8147,IN,480,asia,synthetic,public
ASTRO-REC-RANDOM-020865,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1946-10-28,06:53:19,1946,10,1,6.883333333333333,-4.0194,13.2527,ZA,60,africa,synthetic,public
ASTRO-REC-RANDOM-020866,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1954-07-16,01:55:10,1954,7,5,1.9166666666666665,9.0988,146.4922,JP,600,asia,synthetic,public
ASTRO-REC-RANDOM-020867,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2006-01-10,17:05:49,2006,1,0,17.083333333333332,12.277,141.9224,ID,540,asia,synthetic,public
ASTRO-REC-RANDOM-020868,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1926-06-07,20:47:42,1926,6,1,20.783333333333335,5.1043,62.8771,TH,240,asia,synthetic,public
ASTRO-REC-RANDOM-020869,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2004-07-09,04:53:21,2004,7,5,4.883333333333333,8.5279,116.9491,CN,480,asia,synthetic,public
ASTRO-REC-RANDOM-020870,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2001-08-12,02:55:12,2001,8,0,2.9166666666666665,10.4772,123.9504,TH,480,asia,synthetic,public
ASTRO-REC-RANDOM-020871,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1912-09-24,01:28:15,1912,9,2,1.4666666666666668,54.9242,-95.0105,US,-360,north_america,synthetic,public
ASTRO-REC-RANDOM-020872,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2011-11-08,01:59:40,2011,11,2,1.9833333333333334,25.7196,87.622,CN,360,asia,synthetic,public
ASTRO-REC-RANDOM-020873,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1944-06-21,16:28:09,1944,6,3,16.466666666666665,33.1532,108.6223,MY,420,asia,synthetic,public
ASTRO-REC-RANDOM-020874,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1900-08-15,10:16:05,1900,8,3,10.266666666666667,-19.7971,-36.2165,BR,-120,south_america,synthetic,public
ASTRO-REC-RANDOM-020875,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1993-09-02,23:25:23,1993,9,4,23.416666666666668,23.3184,-101.7699,MX,-420,north_america,synthetic,public
ASTRO-REC-RANDOM-020876,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1915-07-14,15:42:49,1915,7,3,15.7,35.5457,91.5727,TH,360,asia,synthetic,public
ASTRO-REC-RANDOM-020877,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1934-02-28,23:49:24,1934,2,0,23.816666666666666,14.2632,134.1949,ID,540,asia,synthetic,public
ASTRO-REC-RANDOM-020878,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2003-08-03,15:10:42,2003,8,0,15.166666666666666,18.2336,136.2064,ID,540,asia,synthetic,public
ASTRO-REC-RANDOM-020879,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1979-07-09,08:27:04,1979,7,1,8.45,13.0643,110.6283,PH,420,asia,synthetic,public
ASTRO-REC-RANDOM-020880,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1988-05-08,06:48:00,1988,5,0,6.8,-0.8183,-4.8188,ZA,0,africa,synthetic,public
ASTRO-REC-RANDOM-020881,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1959-03-07,10:57:41,1959,3,6,10.95,18.3898,125.942,JP,480,asia,synthetic,public
ASTRO-REC-RANDOM-020882,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1981-02-05,19:44:51,1981,2,1,19.733333333333334,39.4975,100.9763,BD,420,asia,synthetic,public
ASTRO-REC-RANDOM-020883,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1963-03-23,03:57:58,1963,3,6,3.95,30.4002,38.0981,TZ,180,africa,synthetic,public
ASTRO-REC-RANDOM-020884,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2014-04-16,07:04:48,2014,4,3,7.066666666666666,21.3643,96.4498,VN,360,asia,synthetic,public
ASTRO-REC-RANDOM-020885,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1922-01-17,17:13:48,1922,1,0,17.216666666666665,11.3192,139.0626,KR,540,asia,synthetic,public
ASTRO-REC-RANDOM-020886,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1913-07-21,23:52:49,1913,7,1,23.866666666666667,14.7199,88.1801,IR,360,asia,synthetic,public
ASTRO-REC-RANDOM-020887,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1944-10-20,05:55:26,1944,10,5,5.916666666666667,-12.1183,46.125,MA,180,africa,synthetic,public
ASTRO-REC-RANDOM-020888,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1950-03-07,04:05:37,1950,3,2,4.083333333333333,-16.6888,-68.8084,BR,-300,south_america,synthetic,public
ASTRO-REC-RANDOM-020889,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1996-11-21,18:07:18,1996,11,4,18.116666666666667,21.6604,85.1604,ID,360,asia,synthetic,public
ASTRO-REC-RANDOM-020890,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1934-01-29,05:55:46,1934,1,6,5.916666666666667,18.8756,98.8279,VN,420,asia,synthetic,public
ASTRO-REC-RANDOM-020891,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1950-01-08,00:28:23,1950,1,5,0.4666666666666667,35.8256,30.3481,GR,120,europe,synthetic,public
ASTRO-REC-RANDOM-020892,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2005-01-10,06:04:03,2005,1,6,6.066666666666666,18.0206,95.9252,BD,360,asia,synthetic,public
